id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordID,references
507834,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,0ed79d43-4a66-4dd7-b7f4-5d2044b7d69d,145253,40554,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,"Jennifer Ackerfield, 1-2010",,,,,,,"collectors: R Gierisch 1445",,,1943,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, habitat",,,,,aspen,,,,,1,,"United States",Colorado,"Saguache County",,,,,,,,,,,,,,,,,,,,,en,,"2017-01-16 17:46:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0ed79d43-4a66-4dd7-b7f4-5d2044b7d69d,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=507834
530824,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,cd391bc0-efa4-4499-855e-956c5b3a9da9,106116,8008,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"collectors: C.S. Crandall J. Cowen",,,1895,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, geodeticDatum",,,,,,,,,,1,,"United States",Colorado,"Park County",,,,,,,,,,,,,,,,,,,,,en,,"2017-01-16 14:55:34",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:cd391bc0-efa4-4499-855e-956c5b3a9da9,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=530824
1304446,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,946733,"Barcode: RM0144286",Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Jill E. Larson, Robert Peters",,,2005,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, maximumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, verbatimCoordinates, georeferenceSources, habitat",,,,,,flowering,,,,,,U.S.A.,"New Mexico",Taos,,,,,,,,,,,,,,,,,,,,,English,,"2018-03-03 23:30:36",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e3549fdb-91b0-4265-97f4-5794c1022d0f,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1304446
1315322,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,946735,"Barcode: RM0144288",Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Jill E. Larson, Robert Peters",,,2006,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, maximumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, verbatimCoordinates, georeferenceSources, habitat",,,,,,flowering,,,,,,U.S.A.,"New Mexico",Taos,,,,,,,,,,,,,,,,,,,,,English,,"2018-03-03 23:30:39",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:253d48db-ca45-4aeb-b909-062627eda4c1,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1315322
1519572,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,736147,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Rea Orthner",,,1998,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, verbatimCoordinates, georeferenceSources, habitat",,,,,,flowering,,,,,,U.S.A.,Colorado,Park,,,,,,,,,,,,,,,,,,,,,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:eaaf038e-7f79-4b8d-b187-0d46baf1ad50,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1519572
1519754,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,755018,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Richard G. Walter",,,1963,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, habitat",,,,,,flowering,,,,,,U.S.A.,Colorado,Park,,,,,,,,,,,,,,,,,,,,,English,,"2009-03-19 16:04:26",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:bc2476bc-2fca-4a69-8ffe-ed9e4e00acab,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1519754
1521982,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,736212,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Tim Hogan, Loraine Yeatts",,,1995,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, verbatimCoordinates, georeferenceSources, habitat",,,,,,flowering,,,,,,U.S.A.,Colorado,Park,,,,,,,,,,,,,,,,,,,,,English,,"2012-02-17 14:10:50",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:70a956bf-b0db-40ee-8b8e-99dcdf47a487,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1521982
1746038,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,764577,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Brian Elliott",,,1998,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, maximumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, verbatimCoordinates, habitat",,,,,,flowering,,,,,,U.S.A.,Colorado,Saguache,,,,,,,,,,,,,,,,,,,,,English,,"2013-05-24 13:44:48",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:19db2457-5a7e-4fd4-8c66-a06fb03201fc,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1746038
1746384,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,764578,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Brian Elliott",,,1998,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, maximumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, verbatimCoordinates, habitat",,,,,,flowering,,,,,,U.S.A.,Colorado,"Las Animas",,,,,,,,,,,,,,,,,,,,,English,,"2014-05-19 11:17:29",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:4c6f41fc-719a-4685-8658-749d21914423,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1746384
1746640,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,764579,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Brian Elliott",,,1998,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, maximumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, verbatimCoordinates, habitat",,,,,,flowering,,,,,,U.S.A.,Colorado,Fremont,,,,,,,,,,,,,,,,,,,,,English,,"2014-05-19 14:44:19",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:532e237a-d408-4b79-9b81-f3838dc83b70,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1746640
1755945,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,764583,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Ronald L. Hartman, Jim Fowler and Jason Fowler",,,1998,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, maximumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, verbatimCoordinates, habitat",,,,,,flowering,,,,,,U.S.A.,Colorado,Huerfano,,,,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:08:03",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:cfa58308-843b-40d4-984e-4ceb6e084f76,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1755945
1756769,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,764584,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Ronald L. Hartman, Craig Freeman",,,1998,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, maximumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, verbatimCoordinates, habitat",,,,,,flowering,,,,,,U.S.A.,Colorado,"Las Animas",,,,,,,,,,,,,,,,,,,,,English,,"2009-03-19 15:29:45",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:7343c4ec-ad9c-42a3-b85d-5ed9744c2da0,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1756769
1756797,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,764581,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Ronald L. Hartman, Craig Freeman",,,1998,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, maximumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, verbatimCoordinates, habitat",,,,,,flowering,,,,,,U.S.A.,Colorado,"Las Animas",,,,,,,,,,,,,,,,,,,,,English,,"2009-03-19 15:29:45",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:02f79c69-9e39-4607-afb6-c6f0d3f12fd6,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1756797
1756811,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,764582,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Ronald L. Hartman, Craig Freeman",,,1998,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, maximumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, verbatimCoordinates, habitat",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Huerfano,,,,,,,,,,,,,,,,,,,,,English,,"2013-02-06 11:08:04",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:cc7500d0-c355-42f0-88c4-ff42624f82f0,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1756811
3015950,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,ca4fe857-4c72-445c-8d42-34f42bb808a4,172291,97060,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"collectors: Craig C. Freeman Ronald L. Hartman",,,1998,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, habitat",,,,,,,,,,1,,"United States",Colorado,"Las Animas County",,,,,,,,,,,,,,,,,,,,,en,,"2017-01-16 13:42:19",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ca4fe857-4c72-445c-8d42-34f42bb808a4,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3015950
3030332,RMBL,,,dcc3c0d4-53b3-4be4-9de7-a6c1d63736c5,PreservedSpecimen,19ba0a28-9bb6-4161-a479-51c72ff550ec,RMBL0003303,,"Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium|Delphinium ramosum",Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum var. alpestre",64152,"(Rydb.) W.A.Weber",Delphinium,,ramosum,var.,alpestre,Variety,"Taylor, Kevin J.",1995,,,,,,"Taylor, Kevin J.; Seagrist, Randy",,,1995,,,,,,"Label: Plants of Buffalo Peaks.; Purple tepals.",,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceRemarks, georeferencedBy, georeferenceSources, habitat",,,,,,Flower,,,,,,"United States",Colorado,Park,,,,,,,,,,,,,,,,,,,,,,"Aldridge, George","2018-10-07 13:23:05",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:19ba0a28-9bb6-4161-a479-51c72ff550ec,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3030332
3046361,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,d386742d-8cd5-480a-a43e-482da3ee2842,KHD00038042,30072,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,RANUNCULACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,"Annotated from Delpninium ramosum Delphinium alpestre (Delhinium ramosum var. alpestre) by William Jennings and Loraine Yeatts (10 Nov. 1998).",,,,"Loraine Yeatts",,,1993,,,,,,"occasional in similar habitats in upper montane & subalpine zones,; Flowers blue",,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, verbatimCoordinates, georeferenceRemarks, georeferenceSources, habitat",,,,,,"Flower and fruit",,,,,,USA,Colorado,Park,,,,,,,,,,,,,,,,,,,,,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:d386742d-8cd5-480a-a43e-482da3ee2842,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3046361
3046482,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,a3a2e68b-cae0-4ba0-a566-8d0705a9e3ae,KHD00038043,30350,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,RANUNCULACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,"Annotated from Delpninium ramosum Delphinium alpestre (Delhinium ramosum var. alpestre) by William Jennings and Loraine Yeatts (10 Nov. 1998).",,,,"Andrew Pierce",,,1993,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceRemarks, georeferenceSources, habitat",,,,,,Flower,,,,,,USA,Colorado,Huerfano,,,,,,,,,,,,,,,,,,,,,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:a3a2e68b-cae0-4ba0-a566-8d0705a9e3ae,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3046482
3051358,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,c47a653c-a95d-49a3-9070-9121b836a29c,KHD00007569,37646,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,RANUNCULACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Loraine Yeatts; Dick Yeatts",,,2002,,,,,,"Plants few-stemmed, sprawling; sepals deep blue-purple, soft hairy along dorsal median; upper petal white, lower like sepals.",,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, verbatimCoordinates, georeferenceRemarks, georeferenceSources, habitat",,,,,,flower,,,,,,USA,Colorado,Summit,,,,,,,,,,,,,,,,,,,,,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:c47a653c-a95d-49a3-9070-9121b836a29c,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3051358
3059110,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,8d84c818-4437-4092-b1a1-278c788b4226,KHD00038041,5684,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,RANUNCULACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,"Annotated from Delpninium ramosum Delphinium alpestre (Delhinium ramosum var. alpestre) by William Jennings and Loraine Yeatts (10 Nov. 1998).",,,,"Tim Hogan; Loraine Yeatts",,,1995,,,,,,"Flowers deep blue.",,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, verbatimCoordinates, georeferenceRemarks, georeferenceSources, habitat",,,,,,Flower,,,,,,USA,Colorado,Park,,,,,,,,,,,,,,,,,,,,,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:8d84c818-4437-4092-b1a1-278c788b4226,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3059110
3059768,DBG,KHD,,ca77be98-2a59-4aa9-bfc1-5ea615f2e6b7,PreservedSpecimen,eae656dc-c613-4f1c-a8fd-44fa568a7b99,KHD00040000,6976,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,RANUNCULACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,"Annotated from Delpninium ramosum var alpestre to Delphinium alpestre (Delhinium ramosum var. alpestre) by William Jennings and Loraine Yeatts (10 Nov. 1998).",,,,"Tim Hogan; Loraine Yeatts",,,1995,,,,,,"Flowers bright yellow",,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, verbatimCoordinates, georeferenceRemarks, georeferenceSources, habitat",,,,,,flower,,,,,,USA,Colorado,Park,,,,,,,,,,,,,,,,,,,,,,,"2018-04-10 12:54:01",http://creativecommons.org/publicdomain/zero/1.0/,"Public Domain","Public Domain",urn:uuid:eae656dc-c613-4f1c-a8fd-44fa568a7b99,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3059768
3466854,MWI,,,5f887025-5ee0-453e-b25b-360c1f5e870a,PreservedSpecimen,17966368-834b-42b7-9994-aa1dc3abdf8a,MWI00037175,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,"Ronald L. Hartman",1968,,,,,,"Hartman, Ronald L.",,,1968,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, minimumElevationInMeters, verbatimElevation, habitat",,,,,,,,,,,,USA,"New Mexico",Colfax,"Near Cimarron",,,,,,,,,,,,,,,,,,,,,,"2015-01-06 12:31:47",http://creativecommons.org/licenses/by/3.0/,"Western Illinois University",,urn:uuid:17966368-834b-42b7-9994-aa1dc3abdf8a,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3466854
3838819,NMC,,,3bc468fd-522b-4e40-b52c-5668c979b865,PreservedSpecimen,,83644,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"J.E. Larson and R. Peters",,,2005,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, habitat",,,,,,,,,,,,"United States","New Mexico",Taos,,,,,,,,,,,,,,,,,,,,,,,"2015-05-01 23:30:11",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:93c6a789-b994-4314-9676-c333b53eae8b,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3838819
4019903,UNM,"Vascular Plants",,274317fa-b413-42b6-bb9a-cfe8f2e54962,PreservedSpecimen,3797318b-2054-4d3a-9136-fee2e01f8275,UNM0075779,65987,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"R. Fletcher",,,1979,,,,,,"Royal blue flowers. Extremely rare.; Royal blue flowers. Extremely rare.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceRemarks, georeferenceProtocol",,,,,,,,,,,"Sheets - 1","United States","New Mexico",Taos,,,,,,,,,,,,,,,,,,,,,,preprocessed,"2009-05-03 19:14:53",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:3797318b-2054-4d3a-9136-fee2e01f8275,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=4019903
4019904,UNM,"Vascular Plants",,274317fa-b413-42b6-bb9a-cfe8f2e54962,PreservedSpecimen,8fba4364-91f5-4e99-b552-5145ea5db6df,UNM0075781,22168,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"E.F. Castetter",,,1956,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceRemarks, georeferencedBy, georeferenceProtocol, georeferenceSources, georeferenceVerificationStatus",,,,,,,,,,,"Sheets - 1","United States","New Mexico",Taos,,,,,,,,,,,,,,,,,,,,,,preprocessed,"2003-05-13 19:14:53",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8fba4364-91f5-4e99-b552-5145ea5db6df,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=4019904
4019905,UNM,"Vascular Plants",,274317fa-b413-42b6-bb9a-cfe8f2e54962,PreservedSpecimen,f2dfa613-85c2-4b18-a937-8c3f1e5c089d,UNM0075777,69469,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"R. Fletcher",,,1980,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceRemarks, georeferencedBy, georeferenceProtocol, georeferenceSources, georeferenceVerificationStatus",,,,,,,,,,,"Sheets - 1","United States","New Mexico",Taos,,,,,,,,,,,,,,,,,,,,,,preprocessed,"2009-05-03 19:14:53",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f2dfa613-85c2-4b18-a937-8c3f1e5c089d,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=4019905
